soc_start,title_start,soc_end,title_end,risk_start,risk_end,salarymax_start,salarymax_end,dist_all_alt,rank
27-3041.00,Editors,11-2031.00,Public Relations and Fundraising Managers,0.0595203,0.0526277,38579,70159,0.09483655,15
27-3041.00,Editors,27-1011.00,Art Directors,0.0595203,0.0524302,38579,45063,0.094980212,16
27-3041.00,Editors,25-4012.00,Curators,0.0595203,0.0773882,38579,49523,0.096839614,17
27-3041.00,Editors,27-1024.00,Graphic Designers,0.0595203,0.088603,38579,35470,0.097913421,18
27-3041.00,Editors,27-2012.04,Talent Directors,0.0595203,0.056295,38579,45063,0.098683014,19
27-3041.00,Editors,11-2021.00,Marketing Managers,0.0595203,0.0852182,38579,70159,0.102969119,20
27-3042.00,Technical Writers,27-3041.00,Editors,0.169542,0.0595203,27598,38579,0.084135765,1
27-3042.00,Technical Writers,43-9031.00,Desktop Publishers,0.169542,0.107695,27598,44362,0.092167445,2
27-3042.00,Technical Writers,15-1199.10,Search Marketing Strategists,0.169542,0.388843,27598,,0.102915371,3
27-3042.00,Technical Writers,11-2011.01,Green Marketers,0.169542,0.303265,27598,,0.111266589,4
27-3042.00,Technical Writers,27-4032.00,Film and Video Editors,0.169542,0.0987949,27598,34027,0.111304561,5
27-3042.00,Technical Writers,27-3022.00,Reporters and Correspondents,0.169542,0.104031,27598,44728,0.113000912,6
27-3042.00,Technical Writers,23-2011.00,Paralegals and Legal Assistants,0.169542,0.731063,27598,46123,0.115986763,7
27-3042.00,Technical Writers,15-1199.06,Database Architects,0.169542,0.25,27598,,0.119275968,8
27-3042.00,Technical Writers,15-1134.00,Web Developers,0.169542,0.463643,27598,38135,0.120796154,9
27-3042.00,Technical Writers,27-1024.00,Graphic Designers,0.169542,0.088603,27598,35470,0.124002735,10
27-3042.00,Technical Writers,27-3021.00,Broadcast News Analysts,0.169542,0.0771618,27598,30332,0.124424703,11
27-3042.00,Technical Writers,13-1199.05,Sustainability Specialists,0.169542,0.141951,27598,,0.127045668,12
27-3042.00,Technical Writers,13-1161.00,Market Research Analysts and Marketing Specialists,0.169542,0.303265,27598,53310,0.12789519,13
27-3042.00,Technical Writers,27-3043.05,"Poets, Lyricists and Creative Writers",0.169542,0.0598415,27598,27598,0.127962409,14
27-3042.00,Technical Writers,11-9121.01,Clinical Research Coordinators,0.169542,0.0773759,27598,93364,0.128361898,15
27-3042.00,Technical Writers,15-1111.00,Computer and Information Research Scientists,0.169542,0.095786,27598,87725,0.129341952,16
27-3042.00,Technical Writers,27-3043.04,Copy Writers,0.169542,0.3,27598,27598,0.130306276,17
27-3042.00,Technical Writers,11-2011.00,Advertising and Promotions Managers,0.169542,0.0614526,27598,70159,0.131289012,18
27-3042.00,Technical Writers,25-1082.00,"Library Science Teachers, Postsecondary",0.169542,0.172806,27598,93687,0.131989022,19
27-3042.00,Technical Writers,15-1199.03,Web Administrators,0.169542,0.462537,27598,38135,0.132922904,20
27-3043.04,Copy Writers,27-3031.00,Public Relations Specialists,0.3,0.05582,27598,46583,0.055781505,1
27-3043.04,Copy Writers,11-2011.01,Green Marketers,0.3,0.303265,27598,,0.061208733,2
27-3043.04,Copy Writers,11-2031.00,Public Relations and Fundraising Managers,0.3,0.0526277,27598,70159,0.062722952,3
27-3043.04,Copy Writers,27-2012.01,Producers,0.3,0.0533816,27598,45063,0.064639951,4
27-3043.04,Copy Writers,11-1031.00,Legislators,0.3,0.580697,27598,,0.06507487,5
27-3043.04,Copy Writers,11-2011.00,Advertising and Promotions Managers,0.3,0.0614526,27598,70159,0.06563067,6
27-3043.04,Copy Writers,27-2012.04,Talent Directors,0.3,0.056295,27598,45063,0.067171869,7
27-3043.04,Copy Writers,11-2021.00,Marketing Managers,0.3,0.0852182,27598,70159,0.067496794,8
27-3043.04,Copy Writers,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio",0.3,0.0559118,27598,45063,0.068388809,9
27-3043.04,Copy Writers,27-3041.00,Editors,0.3,0.0595203,27598,38579,0.068875396,10
27-3043.04,Copy Writers,13-1131.00,Fundraisers,0.3,0.25,27598,,0.070038449,11
27-3043.04,Copy Writers,41-3011.00,Advertising Sales Agents,0.3,0.105725,27598,50693,0.074608867,12
27-3043.04,Copy Writers,27-2012.03,Program Directors,0.3,0.0530083,27598,45063,0.07579526,13
27-3043.04,Copy Writers,27-1011.00,Art Directors,0.3,0.0524302,27598,45063,0.075981385,14
27-3043.04,Copy Writers,13-1011.00,"Agents and Business Managers of Artists, Performers, and Athletes",0.3,0.0797003,27598,71114,0.07722043,15
27-3043.04,Copy Writers,15-1199.10,Search Marketing Strategists,0.3,0.388843,27598,,0.086113399,16
27-3043.04,Copy Writers,27-3022.00,Reporters and Correspondents,0.3,0.104031,27598,44728,0.087335338,17
27-3043.04,Copy Writers,23-1011.00,Lawyers,0.3,0.25,27598,96865,0.087402884,18
27-3043.04,Copy Writers,27-3011.00,Radio and Television Announcers,0.3,0.0957935,27598,36312,0.089270309,19
27-3043.04,Copy Writers,27-4032.00,Film and Video Editors,0.3,0.0987949,27598,34027,0.091131917,20
27-3043.05,"Poets, Lyricists and Creative Writers",27-3022.00,Reporters and Correspondents,0.0598415,0.104031,27598,44728,0.079902286,1
27-3043.05,"Poets, Lyricists and Creative Writers",11-2011.01,Green Marketers,0.0598415,0.303265,27598,,0.094429006,2
27-3043.05,"Poets, Lyricists and Creative Writers",27-3043.04,Copy Writers,0.0598415,0.3,27598,27598,0.095973584,3
27-3043.05,"Poets, Lyricists and Creative Writers",27-4032.00,Film and Video Editors,0.0598415,0.0987949,27598,34027,0.101760579,4
27-3043.05,"Poets, Lyricists and Creative Writers",27-2041.04,Music Composers and Arrangers,0.0598415,0.0669024,27598,16918,0.106271498,5
27-3043.05,"Poets, Lyricists and Creative Writers",27-1024.00,Graphic Designers,0.0598415,0.088603,27598,35470,0.118684864,6
27-3043.05,"Poets, Lyricists and Creative Writers",27-3041.00,Editors,0.0598415,0.0595203,27598,38579,0.119528174,7
27-3043.05,"Poets, Lyricists and Creative Writers",15-1199.11,Video Game Designers,0.0598415,0.0588804,27598,68357,0.125136271,8
27-3043.05,"Poets, Lyricists and Creative Writers",27-1014.00,Multimedia Artists and Animators,0.0598415,0.0654281,27598,10681,0.12517542,9
27-3043.05,"Poets, Lyricists and Creative Writers",25-1123.00,"English Language and Literature Teachers, Postsecondary",0.0598415,0.25,27598,93687,0.125583647,10
27-3043.05,"Poets, Lyricists and Creative Writers",27-3021.00,Broadcast News Analysts,0.0598415,0.0771618,27598,30332,0.126288453,11
27-3043.05,"Poets, Lyricists and Creative Writers",27-3042.00,Technical Writers,0.0598415,0.169542,27598,27598,0.127962409,12
27-3043.05,"Poets, Lyricists and Creative Writers",19-3091.01,Anthropologists,0.0598415,0.0630012,27598,47833,0.134315521,13
27-3043.05,"Poets, Lyricists and Creative Writers",27-1011.00,Art Directors,0.0598415,0.0524302,27598,45063,0.136649246,14
27-3043.05,"Poets, Lyricists and Creative Writers",27-2012.01,Producers,0.0598415,0.0533816,27598,45063,0.138466116,15
27-3043.05,"Poets, Lyricists and Creative Writers",19-3093.00,Historians,0.0598415,0.206815,27598,47833,0.13967186,16
27-3043.05,"Poets, Lyricists and Creative Writers",19-3041.00,Sociologists,0.0598415,0.169542,27598,47833,0.142612549,17
27-3043.05,"Poets, Lyricists and Creative Writers",17-1012.00,Landscape Architects,0.0598415,0.0585306,27598,55453,0.142615157,18
27-3043.05,"Poets, Lyricists and Creative Writers",25-1122.00,"Communications Teachers, Postsecondary",0.0598415,0.164362,27598,93687,0.144057727,19
27-3043.05,"Poets, Lyricists and Creative Writers",19-3094.00,Political Scientists,0.0598415,0.580697,27598,47833,0.144368919,20
27-3091.00,Interpreters and Translators,25-2051.00,"Special Education Teachers, Preschool",0.320915,0.168846,28404,,0.057466784,1
27-3091.00,Interpreters and Translators,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",0.320915,0.15437,28404,93687,0.074664014,2
27-3091.00,Interpreters and Translators,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",0.320915,0.197305,28404,71457,0.087750305,3
27-3091.00,Interpreters and Translators,25-1123.00,"English Language and Literature Teachers, Postsecondary",0.320915,0.25,28404,93687,0.093365922,4
27-3091.00,Interpreters and Translators,25-2053.00,"Special Education Teachers, Middle School",0.320915,0.155777,28404,71457,0.096783399,5
27-3091.00,Interpreters and Translators,27-3021.00,Broadcast News Analysts,0.320915,0.0771618,28404,30332,0.09732344,6
27-3091.00,Interpreters and Translators,25-1122.00,"Communications Teachers, Postsecondary",0.320915,0.164362,28404,93687,0.098284137,7
27-3091.00,Interpreters and Translators,25-3011.00,Adult Basic and Secondary Education and Literacy Teachers and Instructors,0.320915,0.350009,28404,71457,0.099112996,8
27-3091.00,Interpreters and Translators,25-9041.00,Teacher Assistants,0.320915,0.693167,28404,24307,0.101800513,9
27-3091.00,Interpreters and Translators,25-2012.00,"Kindergarten Teachers, Except Special Education",0.320915,0.24894,28404,63572,0.102227254,10
27-3091.00,Interpreters and Translators,25-2054.00,"Special Education Teachers, Secondary School",0.320915,0.190422,28404,71457,0.104155217,11
27-3091.00,Interpreters and Translators,25-2052.00,"Special Education Teachers, Kindergarten and Elementary School",0.320915,0.168846,28404,,0.105463555,12
27-3091.00,Interpreters and Translators,25-1081.00,"Education Teachers, Postsecondary",0.320915,0.25,28404,93687,0.10608603,13
27-3091.00,Interpreters and Translators,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",0.320915,0.265742,28404,93687,0.106991765,14
27-3091.00,Interpreters and Translators,27-3022.00,Reporters and Correspondents,0.320915,0.104031,28404,44728,0.108001691,15
27-3091.00,Interpreters and Translators,25-2023.00,"Career/Technical Education Teachers, Middle School",0.320915,0.258077,28404,71457,0.109494859,16
27-3091.00,Interpreters and Translators,25-1192.00,"Home Economics Teachers, Postsecondary",0.320915,0.128146,28404,58187,0.110769474,17
27-3091.00,Interpreters and Translators,29-1125.01,Art Therapists,0.320915,0.050767,28404,,0.111454582,18
27-3091.00,Interpreters and Translators,25-2011.00,"Preschool Teachers, Except Special Education",0.320915,0.0877466,28404,63572,0.111633674,19
27-3091.00,Interpreters and Translators,29-1127.00,Speech-Language Pathologists,0.320915,0.0842821,28404,63912,0.111918506,20
27-4011.00,Audio and Video Equipment Technicians,27-4012.00,Broadcast Technicians,0.6019,0.803497,39490,58711,0.066682564,1
27-4011.00,Audio and Video Equipment Technicians,17-2072.01,Radio Frequency Identification Device Specialists,0.6019,0.325176,39490,,0.07157463,2
27-4011.00,Audio and Video Equipment Technicians,15-1151.00,Computer User Support Specialists,0.6019,0.78897,39490,50490,0.075391405,3
27-4011.00,Audio and Video Equipment Technicians,15-1142.00,Network and Computer Systems Administrators,0.6019,0.578098,39490,59116,0.075932169,4
27-4011.00,Audio and Video Equipment Technicians,17-3023.03,Electrical Engineering Technicians,0.6019,0.566094,39490,60038,0.076614645,5
27-4011.00,Audio and Video Equipment Technicians,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.6019,0.751293,39490,58171,0.080438888,6
27-4011.00,Audio and Video Equipment Technicians,49-2021.01,Radio Mechanics,0.6019,0.828085,39490,43630,0.08172881,7
27-4011.00,Audio and Video Equipment Technicians,17-3021.00,Aerospace Engineering and Operations Technicians,0.6019,0.282214,39490,62711,0.08239982,8
27-4011.00,Audio and Video Equipment Technicians,17-3029.04,Electronics Engineering Technologists,0.6019,0.588979,39490,60038,0.082865058,9
27-4011.00,Audio and Video Equipment Technicians,49-9062.00,Medical Equipment Repairers,0.6019,0.594236,39490,60038,0.085506359,10
27-4011.00,Audio and Video Equipment Technicians,17-3029.08,Photonics Technicians,0.6019,0.817114,39490,,0.086482019,11
27-4011.00,Audio and Video Equipment Technicians,17-3029.02,Electrical Engineering Technologists,0.6019,0.378909,39490,60038,0.086723208,12
27-4011.00,Audio and Video Equipment Technicians,15-1152.00,Computer Network Support Specialists,0.6019,0.470553,39490,,0.087043709,13
27-4011.00,Audio and Video Equipment Technicians,27-4014.00,Sound Engineering Technicians,0.6019,0.0642738,39490,41932,0.089388902,14
27-4011.00,Audio and Video Equipment Technicians,19-4099.03,Remote Sensing Technicians,0.6019,0.921693,39490,59875,0.089457206,15
27-4011.00,Audio and Video Equipment Technicians,51-8012.00,Power Distributors and Dispatchers,0.6019,0.5,39490,90562,0.090549516,16
27-4011.00,Audio and Video Equipment Technicians,19-4099.02,Precision Agriculture Technicians,0.6019,0.798852,39490,59875,0.092500162,17
27-4011.00,Audio and Video Equipment Technicians,13-1199.02,Security Management Specialists,0.6019,0.145252,39490,,0.092538326,18
27-4011.00,Audio and Video Equipment Technicians,49-2091.00,Avionics Technicians,0.6019,0.686769,39490,70628,0.092878376,19
27-4011.00,Audio and Video Equipment Technicians,17-3023.01,Electronics Engineering Technicians,0.6019,0.783433,39490,60038,0.093536188,20
27-4012.00,Broadcast Technicians,51-8099.02,Methane/Landfill Gas Generation System Technicians,0.803497,0.916986,58711,,0.015828408,1
27-4012.00,Broadcast Technicians,17-3029.10,Fuel Cell Technicians,0.803497,0.520577,58711,,0.035566014,2
27-4012.00,Broadcast Technicians,27-4011.00,Audio and Video Equipment Technicians,0.803497,0.6019,58711,39490,0.066682564,3
27-4012.00,Broadcast Technicians,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,0.803497,0.835693,58711,43630,0.069464688,4
27-4012.00,Broadcast Technicians,17-3029.12,Nanotechnology Engineering Technicians,0.803497,0.810465,58711,,0.0721391,5
27-4012.00,Broadcast Technicians,53-6051.01,Aviation Inspectors,0.803497,0.348248,58711,70367,0.073106975,6
27-4012.00,Broadcast Technicians,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.803497,0.928855,58711,43630,0.07531946,7
27-4012.00,Broadcast Technicians,15-1152.00,Computer Network Support Specialists,0.803497,0.470553,58711,,0.076846055,8
27-4012.00,Broadcast Technicians,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",0.803497,0.852582,58711,,0.077199199,9
27-4012.00,Broadcast Technicians,49-2098.00,Security and Fire Alarm Systems Installers,0.803497,0.727427,58711,43630,0.078259461,10
27-4012.00,Broadcast Technicians,17-3023.01,Electronics Engineering Technicians,0.803497,0.783433,58711,60038,0.080187358,11
27-4012.00,Broadcast Technicians,17-3024.01,Robotics Technicians,0.803497,0.601341,58711,62711,0.082771116,12
27-4012.00,Broadcast Technicians,39-3021.00,Motion Picture Projectionists,0.803497,0.93828,58711,30332,0.083948844,13
27-4012.00,Broadcast Technicians,51-8099.04,Hydroelectric Plant Technicians,0.803497,0.748118,58711,,0.08446852,14
27-4012.00,Broadcast Technicians,49-9061.00,Camera and Photographic Equipment Repairers,0.803497,0.910279,58711,31269,0.084939335,15
27-4012.00,Broadcast Technicians,17-3023.03,Electrical Engineering Technicians,0.803497,0.566094,58711,60038,0.085245757,16
27-4012.00,Broadcast Technicians,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers",0.803497,0.751293,58711,58171,0.08698402,17
27-4012.00,Broadcast Technicians,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",0.803497,0.8506,58711,61895,0.087407393,18
27-4012.00,Broadcast Technicians,17-3029.08,Photonics Technicians,0.803497,0.817114,58711,,0.087490112,19
27-4012.00,Broadcast Technicians,17-3029.04,Electronics Engineering Technologists,0.803497,0.588979,58711,60038,0.087724462,20
27-4013.00,Radio Operators,51-8099.02,Methane/Landfill Gas Generation System Technicians,0.505829,0.916986,41932,,0.018153156,1
27-4013.00,Radio Operators,17-3029.10,Fuel Cell Technicians,0.505829,0.520577,41932,,0.038249948,2
27-4013.00,Radio Operators,53-6051.08,Freight and Cargo Inspectors,0.505829,0.81356,41932,73305,0.093110082,3
27-4013.00,Radio Operators,27-4012.00,Broadcast Technicians,0.505829,0.803497,41932,58711,0.097421055,4
27-4013.00,Radio Operators,45-2011.00,Agricultural Inspectors,0.505829,0.450784,41932,63467,0.098404515,5
27-4013.00,Radio Operators,33-9031.00,Gaming Surveillance Officers and Gaming Investigators,0.505829,0.352466,41932,26942,0.100331551,6
27-4013.00,Radio Operators,33-9032.00,Security Guards,0.505829,0.689793,41932,26942,0.100674929,7
27-4013.00,Radio Operators,49-2098.00,Security and Fire Alarm Systems Installers,0.505829,0.727427,41932,43630,0.104022328,8
27-4013.00,Radio Operators,33-3021.05,Immigration and Customs Inspectors,0.505829,0.333371,41932,99317,0.105635896,9
27-4013.00,Radio Operators,39-4011.00,Embalmers,0.505829,0.308625,41932,48543,0.108076974,10
27-4013.00,Radio Operators,51-5111.00,Prepress Technicians and Workers,0.505829,0.873467,41932,44076,0.108715143,11
27-4013.00,Radio Operators,29-2035.00,Magnetic Resonance Imaging Technologists,0.505829,0.235765,41932,62190,0.111268719,12
27-4013.00,Radio Operators,33-3021.02,Police Identification and Records Officers,0.505829,0.572689,41932,99317,0.111911647,13
27-4013.00,Radio Operators,33-3012.00,Correctional Officers and Jailers,0.505829,0.136829,41932,72287,0.112039145,14
27-4013.00,Radio Operators,33-3041.00,Parking Enforcement Workers,0.505829,0.703578,41932,57357,0.112638327,15
27-4013.00,Radio Operators,53-6051.01,Aviation Inspectors,0.505829,0.348248,41932,70367,0.112849468,16
27-4013.00,Radio Operators,43-9071.00,"Office Machine Operators, Except Computer",0.505829,0.922859,41932,35202,0.113063899,17
27-4013.00,Radio Operators,45-4011.00,Forest and Conservation Workers,0.505829,0.827909,41932,21710,0.113157766,18
27-4013.00,Radio Operators,43-5031.00,"Police, Fire, and Ambulance Dispatchers",0.505829,0.206222,41932,46372,0.114773027,19
27-4013.00,Radio Operators,29-2099.06,Radiologic Technicians,0.505829,0.388852,41932,62190,0.11759381,20
27-4014.00,Sound Engineering Technicians,49-9063.00,Musical Instrument Repairers and Tuners,0.0642738,0.5,41932,31269,0.082522316,1
27-4014.00,Sound Engineering Technicians,25-4013.00,Museum Technicians and Conservators,0.0642738,0.550991,41932,11931,0.082876615,2
27-4014.00,Sound Engineering Technicians,27-4031.00,"Camera Operators, Television, Video, and Motion Picture",0.0642738,0.340023,41932,34027,0.082899523,3
27-4014.00,Sound Engineering Technicians,27-4011.00,Audio and Video Equipment Technicians,0.0642738,0.6019,41932,39490,0.089388902,4
27-4014.00,Sound Engineering Technicians,27-4012.00,Broadcast Technicians,0.0642738,0.803497,41932,58711,0.091848232,5
27-4014.00,Sound Engineering Technicians,27-4021.00,Photographers,0.0642738,0.0675156,41932,12539,0.105250898,6
27-4014.00,Sound Engineering Technicians,17-3023.01,Electronics Engineering Technicians,0.0642738,0.783433,41932,60038,0.108809089,7
27-4014.00,Sound Engineering Technicians,27-4032.00,Film and Video Editors,0.0642738,0.0987949,41932,34027,0.114076581,8
27-4014.00,Sound Engineering Technicians,27-1014.00,Multimedia Artists and Animators,0.0642738,0.0654281,41932,10681,0.117444189,9
27-4014.00,Sound Engineering Technicians,17-2072.00,"Electronics Engineers, Except Computer",0.0642738,0.236799,41932,89592,0.117905583,10
27-4014.00,Sound Engineering Technicians,17-3024.01,Robotics Technicians,0.0642738,0.601341,41932,62711,0.11911919,11
27-4014.00,Sound Engineering Technicians,27-1027.00,Set and Exhibit Designers,0.0642738,0.0558631,41932,29516,0.120188604,12
27-4014.00,Sound Engineering Technicians,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",0.0642738,0.928855,41932,43630,0.121581104,13
27-4014.00,Sound Engineering Technicians,51-9194.00,Etchers and Engravers,0.0642738,0.861679,41932,44076,0.122772197,14
27-4014.00,Sound Engineering Technicians,17-3027.00,Mechanical Engineering Technicians,0.0642738,0.626847,41932,62711,0.124069483,15
27-4014.00,Sound Engineering Technicians,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,0.0642738,0.835693,41932,43630,0.124199519,16
27-4014.00,Sound Engineering Technicians,17-1022.00,Surveyors,0.0642738,0.873581,41932,65204,0.124404172,17
27-4014.00,Sound Engineering Technicians,51-9071.01,Jewelers,0.0642738,0.354959,41932,18582,0.124887766,18
27-4014.00,Sound Engineering Technicians,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",0.0642738,0.896203,41932,31269,0.12763321,19
27-4014.00,Sound Engineering Technicians,51-5111.00,Prepress Technicians and Workers,0.0642738,0.873467,41932,44076,0.128501081,20
27-4021.00,Photographers,39-5091.00,"Makeup Artists, Theatrical and Performance",0.0675156,0.0557409,12539,41932,0.054939929,1
27-4021.00,Photographers,27-1026.00,Merchandise Displayers and Window Trimmers,0.0675156,0.159686,12539,29516,0.075707149,2
27-4021.00,Photographers,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0675156,0.115632,12539,10681,0.079768803,3
27-4021.00,Photographers,27-1027.00,Set and Exhibit Designers,0.0675156,0.0558631,12539,29516,0.082253837,4
27-4021.00,Photographers,27-1024.00,Graphic Designers,0.0675156,0.088603,12539,35470,0.084381356,5
27-4021.00,Photographers,27-1012.00,Craft Artists,0.0675156,0.151349,12539,12115,0.101026993,6
27-4021.00,Photographers,27-1023.00,Floral Designers,0.0675156,0.18271,12539,38133,0.103765335,7
27-4021.00,Photographers,27-1014.00,Multimedia Artists and Animators,0.0675156,0.0654281,12539,10681,0.103772976,8
27-4021.00,Photographers,27-1025.00,Interior Designers,0.0675156,0.0530459,12539,29516,0.104794068,9
27-4021.00,Photographers,27-4014.00,Sound Engineering Technicians,0.0675156,0.0642738,12539,41932,0.105250898,10
27-4021.00,Photographers,27-1011.00,Art Directors,0.0675156,0.0524302,12539,45063,0.105710387,11
27-4021.00,Photographers,27-1022.00,Fashion Designers,0.0675156,0.0518536,12539,29480,0.106569386,12
27-4021.00,Photographers,17-1012.00,Landscape Architects,0.0675156,0.0585306,12539,55453,0.108757753,13
27-4021.00,Photographers,17-1011.00,"Architects, Except Landscape and Naval",0.0675156,0.0536808,12539,60970,0.113472126,14
27-4021.00,Photographers,27-4032.00,Film and Video Editors,0.0675156,0.0987949,12539,34027,0.119986349,15
27-4021.00,Photographers,27-4031.00,"Camera Operators, Television, Video, and Motion Picture",0.0675156,0.340023,12539,34027,0.125862232,16
27-4021.00,Photographers,27-2041.04,Music Composers and Arrangers,0.0675156,0.0669024,12539,16918,0.13139318,17
27-4021.00,Photographers,27-1021.00,Commercial and Industrial Designers,0.0675156,0.104603,12539,48988,0.132428075,18
27-4021.00,Photographers,25-4013.00,Museum Technicians and Conservators,0.0675156,0.550991,12539,11931,0.133949455,19
27-4021.00,Photographers,27-2042.02,"Musicians, Instrumental",0.0675156,0.066405,12539,11258,0.135719834,20
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-4014.00,Sound Engineering Technicians,0.340023,0.0642738,34027,41932,0.082899523,1
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-4012.00,Broadcast Technicians,0.340023,0.803497,34027,58711,0.101129591,2
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-4011.00,Audio and Video Equipment Technicians,0.340023,0.6019,34027,39490,0.107351815,3
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-4032.00,Film and Video Editors,0.340023,0.0987949,34027,34027,0.119818781,4
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-1014.00,Multimedia Artists and Animators,0.340023,0.0654281,34027,10681,0.122039652,5
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",25-4013.00,Museum Technicians and Conservators,0.340023,0.550991,34027,11931,0.124801777,6
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-1027.00,Set and Exhibit Designers,0.340023,0.0558631,34027,29516,0.125562188,7
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-4021.00,Photographers,0.340023,0.0675156,34027,12539,0.125862232,8
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",51-5111.00,Prepress Technicians and Workers,0.340023,0.873467,34027,44076,0.139775088,9
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-1026.00,Merchandise Displayers and Window Trimmers,0.340023,0.159686,34027,29516,0.140324759,10
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.340023,0.115632,34027,10681,0.142778844,11
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",51-4062.00,"Patternmakers, Metal and Plastic",0.340023,0.874316,34027,60987,0.143850931,12
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",49-9063.00,Musical Instrument Repairers and Tuners,0.340023,0.5,34027,31269,0.14415237,13
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",17-1022.00,Surveyors,0.340023,0.873581,34027,65204,0.145503969,14
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",43-9031.00,Desktop Publishers,0.340023,0.107695,34027,44362,0.145818313,15
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",17-3011.01,Architectural Drafters,0.340023,0.422048,34027,48138,0.146137016,16
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",17-2072.00,"Electronics Engineers, Except Computer",0.340023,0.236799,34027,89592,0.14660298,17
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",17-3031.01,Surveying Technicians,0.340023,0.941317,34027,42510,0.147178862,18
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",27-2012.05,Technical Directors/Managers,0.340023,0.0556005,34027,45063,0.147203056,19
27-4031.00,"Camera Operators, Television, Video, and Motion Picture",51-9194.00,Etchers and Engravers,0.340023,0.861679,34027,44076,0.149040669,20
27-4032.00,Film and Video Editors,27-1024.00,Graphic Designers,0.0987949,0.088603,34027,35470,0.066009419,1
27-4032.00,Film and Video Editors,27-2012.02,"Directors- Stage, Motion Pictures, Television, and Radio",0.0987949,0.0559118,34027,45063,0.072268053,2
27-4032.00,Film and Video Editors,27-1011.00,Art Directors,0.0987949,0.0524302,34027,45063,0.073312048,3
27-4032.00,Film and Video Editors,15-1199.11,Video Game Designers,0.0987949,0.0588804,34027,68357,0.073426622,4
27-4032.00,Film and Video Editors,27-1014.00,Multimedia Artists and Animators,0.0987949,0.0654281,34027,10681,0.07346458,5
27-4032.00,Film and Video Editors,43-9031.00,Desktop Publishers,0.0987949,0.107695,34027,44362,0.085181414,6
27-4032.00,Film and Video Editors,27-3022.00,Reporters and Correspondents,0.0987949,0.104031,34027,44728,0.086253661,7
27-4032.00,Film and Video Editors,27-3041.00,Editors,0.0987949,0.0595203,34027,38579,0.086845413,8
27-4032.00,Film and Video Editors,27-2041.04,Music Composers and Arrangers,0.0987949,0.0669024,34027,16918,0.087966089,9
27-4032.00,Film and Video Editors,27-3021.00,Broadcast News Analysts,0.0987949,0.0771618,34027,30332,0.090051764,10
27-4032.00,Film and Video Editors,27-3043.04,Copy Writers,0.0987949,0.3,34027,27598,0.091131917,11
27-4032.00,Film and Video Editors,27-1022.00,Fashion Designers,0.0987949,0.0518536,34027,29480,0.091170168,12
27-4032.00,Film and Video Editors,27-3011.00,Radio and Television Announcers,0.0987949,0.0957935,34027,36312,0.095720674,13
27-4032.00,Film and Video Editors,11-2011.01,Green Marketers,0.0987949,0.303265,34027,,0.099933789,14
27-4032.00,Film and Video Editors,27-3043.05,"Poets, Lyricists and Creative Writers",0.0987949,0.0598415,34027,27598,0.101760579,15
27-4032.00,Film and Video Editors,27-1021.00,Commercial and Industrial Designers,0.0987949,0.104603,34027,48988,0.103147325,16
27-4032.00,Film and Video Editors,25-9031.01,Instructional Designers and Technologists,0.0987949,0.0695109,34027,,0.104069561,17
27-4032.00,Film and Video Editors,17-1012.00,Landscape Architects,0.0987949,0.0585306,34027,55453,0.104194528,18
27-4032.00,Film and Video Editors,27-1025.00,Interior Designers,0.0987949,0.0530459,34027,29516,0.104701682,19
